stock_code,Stknme,industry,Nindnme
300049,福瑞股份,C73,专用设备制造业
300050,世纪鼎利,G87,计算机应用服务业
300051,琏升科技,G87,计算机应用服务业
300052,ST 中青宝,G87,计算机应用服务业
300053,航宇微,G,信息技术业
300054,鼎龙股份,C43,化学原料及化学制品制造业
300055,万邦达,E01,土木工程建筑业
300056,中创环保,C73,专用设备制造业
300057,万顺新材,C67,有色金属冶炼及压延加工业
300058,蓝色光标,K99,其他社会服务业
300059,东方财富,I21,证券、期货业
300061,旗天科技,K99,其他社会服务业
300062,中能电气,C76,电器机械及器材制造业
300063,天龙集团,K99,其他社会服务业
300064,金刚退,C61,非金属矿物制品业
300065,海兰信,G,信息技术业
300066,三川智慧,C78,仪器仪表及文化、办公用机械制造业
300067,安诺其,C43,化学原料及化学制品制造业
300068,南都电源,C76,电器机械及器材制造业
300069,金利华电,C76,电器机械及器材制造业
300070,碧水源,K99,其他社会服务业
300071,福石控股,K99,其他社会服务业
300072,海新能科,C43,化学原料及化学制品制造业
300073,当升科技,C76,电器机械及器材制造业
300074,华平股份,G87,计算机应用服务业
300075,数字政通,G87,计算机应用服务业
300076,GQY视讯,G,信息技术业
300077,国民技术,G,信息技术业
300078,思创医惠,G,信息技术业
300079,数码视讯,G,信息技术业
300080,易成新能,C61,非金属矿物制品业
300081,恒信东方,K20,专业、科研服务业
300082,奥克股份,C43,化学原料及化学制品制造业
300083,创世纪,C71,普通机械制造业
300084,海默科技,B50,采掘服务业
300085,银之杰,G87,计算机应用服务业
300086,康芝药业,C81,医药制造业
300087,荃银高科,A01,农业
300088,长信科技,G,信息技术业
300089,文化退,C61,非金属矿物制品业
300090,盛运退,C71,普通机械制造业
300091,金通灵,C71,普通机械制造业
300092,科新机电,C73,专用设备制造业
300093,金刚光伏,C61,非金属矿物制品业
300094,国联水产,C01,食品加工业
300095,华伍股份,C73,专用设备制造业
300096,ST 易联众,G87,计算机应用服务业
300097,ST 智云,C73,专用设备制造业
300098,高新兴,G87,计算机应用服务业
300099,尤洛卡,C73,专用设备制造业
300100,双林股份,C75,交通运输设备制造业
300101,振芯科技,G,信息技术业
300102,乾照光电,G,信息技术业
300103,达刚控股,K99,其他社会服务业
300104,乐视退,G87,计算机应用服务业
300105,龙源技术,C76,电器机械及器材制造业
300106,西部牧业,A05,畜牧业
300107,建新股份,C43,化学原料及化学制品制造业
300108,*ST 吉药,C81,医药制造业
300109,新开源,C43,化学原料及化学制品制造业
300110,华仁药业,C81,医药制造业
300111,向日葵,C81,医药制造业
300112,万讯自控,C78,仪器仪表及文化、办公用机械制造业
300113,顺网科技,G87,计算机应用服务业
300114,中航电测,G,信息技术业
300115,长盈精密,G,信息技术业
300116,*ST 保力,C76,电器机械及器材制造业
300117,*ST 嘉寓,E05,装修装饰业
300118,东方日升,C76,电器机械及器材制造业
300119,瑞普生物,C81,医药制造业
300120,经纬辉开,G,信息技术业
300121,阳谷华泰,C43,化学原料及化学制品制造业
300122,智飞生物,C81,医药制造业
300123,亚光科技,C75,交通运输设备制造业
300124,汇川技术,C76,电器机械及器材制造业
300125,ST 聆达,C76,电器机械及器材制造业
300126,锐奇股份,C71,普通机械制造业
300127,银河磁体,G,信息技术业
300128,锦富技术,G,信息技术业
300129,泰胜风能,C76,电器机械及器材制造业
300130,新国都,C73,专用设备制造业
300131,英唐智控,H,批发和零售贸易
300132,青松股份,C43,化学原料及化学制品制造业
300133,华策影视,L10,广播电影电视业
300134,大富科技,G,信息技术业
300135,宝利国际,C43,化学原料及化学制品制造业
300136,信维通信,G,信息技术业
300137,ST 先河,C78,仪器仪表及文化、办公用机械制造业
300138,晨光生物,C01,食品加工业
300139,晓程科技,G,信息技术业
300140,节能环境,C73,专用设备制造业
300141,和顺电气,C76,电器机械及器材制造业
300142,沃森生物,C81,医药制造业
300143,盈康生命,K37,卫生、保健、护理服务业
300144,宋城演艺,L15,艺术业
300145,中金环境,C71,普通机械制造业
300146,汤臣倍健,C03,食品制造业
300147,ST 香雪,C81,医药制造业
300148,天舟文化,G87,计算机应用服务业
300149,睿智医药,K20,专业、科研服务业
300150,世纪瑞尔,G87,计算机应用服务业
300151,昌红科技,C73,专用设备制造业
300152,新动力,K99,其他社会服务业
300153,科泰电源,C76,电器机械及器材制造业
300154,瑞凌股份,C71,普通机械制造业
300155,安居宝,G,信息技术业
300156,神雾退,C73,专用设备制造业
300157,新锦动力,C71,普通机械制造业
300158,振东制药,C81,医药制造业
300159,*ST 新研,C75,交通运输设备制造业
300160,秀强股份,C61,非金属矿物制品业
300161,华中数控,C71,普通机械制造业
300162,雷曼光电,G,信息技术业
300163,ST 先锋,C11,纺织业
300164,通源石油,B50,采掘服务业
300165,ST 天瑞,C78,仪器仪表及文化、办公用机械制造业
300166,东方国信,G87,计算机应用服务业
300167,*ST 迪威,G87,计算机应用服务业
300168,万达信息,G87,计算机应用服务业
300169,天晟新材,C4,石油、化学、塑胶、塑料
300170,汉得信息,G87,计算机应用服务业
300171,东富龙,C73,专用设备制造业
300172,中电环保,K99,其他社会服务业
300173,福能东方,C73,专用设备制造业
300174,元力股份,C43,化学原料及化学制品制造业
300175,ST 朗源,C01,食品加工业
300176,鸿特科技,C75,交通运输设备制造业
300177,中海达,G,信息技术业
300178,腾邦退,K99,其他社会服务业
300179,四方达,C61,非金属矿物制品业
300180,华峰超纤,C4,石油、化学、塑胶、塑料
300181,佐力药业,C81,医药制造业
300182,捷成股份,L10,广播电影电视业
300183,东软载波,G87,计算机应用服务业
300184,力源信息,H,批发和零售贸易
300185,通裕重工,C71,普通机械制造业
300186,大华农,C81,医药制造业
300187,永清环保,K99,其他社会服务业
300188,国投智能,G87,计算机应用服务业
300189,神农种业,A01,农业
300190,维尔利,K99,其他社会服务业
300191,潜能恒信,B50,采掘服务业
300192,科德教育,K99,其他社会服务业
300193,佳士科技,C71,普通机械制造业
300194,福安药业,C81,医药制造业
300195,长荣股份,C73,专用设备制造业
300196,长海股份,C61,非金属矿物制品业
300197,节能铁汉,K99,其他社会服务业
300198,纳川股份,C4,石油、化学、塑胶、塑料
300199,翰宇药业,C81,医药制造业
300200,高盟新材,C43,化学原料及化学制品制造业
300201,海伦哲,C73,专用设备制造业
300202,聚龙退,C71,普通机械制造业
300203,聚光科技,C78,仪器仪表及文化、办公用机械制造业
300204,舒泰神,C81,医药制造业
300205,ST 天喻,G,信息技术业
300206,理邦仪器,C73,专用设备制造业
300207,欣旺达,C76,电器机械及器材制造业
300208,*ST 中程,C76,电器机械及器材制造业
300209,*ST 有树,H11,零售业
300210,森远股份,C73,专用设备制造业
300211,亿通科技,G,信息技术业
300212,易华录,G87,计算机应用服务业
300213,佳讯飞鸿,G,信息技术业
300214,日科化学,C43,化学原料及化学制品制造业
300215,电科院,K20,专业、科研服务业
300216,千山退,C73,专用设备制造业
300217,东方电热,C76,电器机械及器材制造业
300218,安利股份,C4,石油、化学、塑胶、塑料
300219,鸿利智汇,G,信息技术业
300220,金运激光,G,信息技术业
300221,银禧科技,C4,石油、化学、塑胶、塑料
300222,科大智能,C76,电器机械及器材制造业
300223,北京君正,G,信息技术业
300224,正海磁材,C61,非金属矿物制品业
300225,金力泰,C43,化学原料及化学制品制造业
300226,上海钢联,G87,计算机应用服务业
300227,光韵达,G,信息技术业
300228,富瑞特装,C73,专用设备制造业
300229,拓尔思,G87,计算机应用服务业
300230,永利股份,C4,石油、化学、塑胶、塑料
300231,银信科技,G87,计算机应用服务业
300232,洲明科技,G,信息技术业
300233,金城医药,C81,医药制造业
300234,开尔新材,C61,非金属矿物制品业
300235,方直科技,G87,计算机应用服务业
300236,上海新阳,C43,化学原料及化学制品制造业
300237,美晨科技,E01,土木工程建筑业
300238,冠昊生物,C73,专用设备制造业
300239,东宝生物,C81,医药制造业
300240,飞力达,F21,仓储业
300241,瑞丰光电,G,信息技术业
300242,佳云科技,G87,计算机应用服务业
300243,瑞丰高材,C43,化学原料及化学制品制造业
300244,迪安诊断,K37,卫生、保健、护理服务业
300245,天玑科技,G87,计算机应用服务业
300246,宝莱特,C73,专用设备制造业
300247,融捷健康,C76,电器机械及器材制造业
300248,新开普,G87,计算机应用服务业
300249,依米康,G87,计算机应用服务业
300250,初灵信息,G87,计算机应用服务业
300251,光线传媒,L10,广播电影电视业
300252,金信诺,C76,电器机械及器材制造业
300253,卫宁健康,G87,计算机应用服务业
300254,仟源医药,C81,医药制造业
300255,常山药业,C81,医药制造业
300256,星星科技,G,信息技术业
300257,开山股份,C71,普通机械制造业
300258,精锻科技,C75,交通运输设备制造业
300259,新天科技,C78,仪器仪表及文化、办公用机械制造业
300260,新莱应材,C71,普通机械制造业
300261,雅本化学,C43,化学原料及化学制品制造业
300262,*ST 巴安,K99,其他社会服务业
300263,隆华科技,C71,普通机械制造业
300264,佳创视讯,G87,计算机应用服务业
300265,通光线缆,C76,电器机械及器材制造业
300266,兴源环境,K99,其他社会服务业
300267,尔康制药,C81,医药制造业
300268,*ST 佳沃,C01,食品加工业
300269,联建光电,K99,其他社会服务业
300270,中威电子,G,信息技术业
300271,华宇软件,G87,计算机应用服务业
300272,开能健康,C76,电器机械及器材制造业
300273,和佳退,C73,专用设备制造业
300274,阳光电源,C76,电器机械及器材制造业
300275,梅安森,G87,计算机应用服务业
300276,三丰智能,C73,专用设备制造业
300277,海联讯,G87,计算机应用服务业
300278,华昌达,C73,专用设备制造业
300279,和晶科技,C76,电器机械及器材制造业
300280,紫天科技,K99,其他社会服务业
300281,金明精机,C73,专用设备制造业
300282,三盛退,G,信息技术业
300283,温州宏丰,C76,电器机械及器材制造业
300284,苏交科,K20,专业、科研服务业
300285,国瓷材料,C43,化学原料及化学制品制造业
300286,安科瑞,C78,仪器仪表及文化、办公用机械制造业
300287,飞利信,G87,计算机应用服务业
300288,朗玛信息,G85,通信服务业
300289,利德曼,C81,医药制造业
300290,荣科科技,G87,计算机应用服务业
300291,百纳千成,L10,广播电影电视业
300292,吴通控股,G87,计算机应用服务业
300293,蓝英装备,C73,专用设备制造业
300294,博雅生物,C81,医药制造业
300295,三六五网,G87,计算机应用服务业
300296,利亚德,G,信息技术业
300297,蓝盾退,G87,计算机应用服务业
300298,三诺生物,C73,专用设备制造业
300299,富春股份,G87,计算机应用服务业
300300,ST 峡创,G87,计算机应用服务业
300301,*ST 长方,G,信息技术业
300302,同有科技,G87,计算机应用服务业
300303,聚飞光电,G,信息技术业
300304,云意电气,C75,交通运输设备制造业
300305,裕兴股份,C4,石油、化学、塑胶、塑料
300306,远方信息,C78,仪器仪表及文化、办公用机械制造业
300307,慈星股份,C73,专用设备制造业
300308,中际旭创,G,信息技术业
300309,吉艾退,I21,证券、期货业
300310,宜通世纪,G85,通信服务业
300311,任子行,G87,计算机应用服务业
300312,邦讯退,G87,计算机应用服务业
300313,ST 天山,A05,畜牧业
300314,戴维医疗,C73,专用设备制造业
300315,掌趣科技,G87,计算机应用服务业
300316,晶盛机电,C73,专用设备制造业
300317,珈伟新能,C76,电器机械及器材制造业
300318,博晖创新,C73,专用设备制造业
300319,麦捷科技,G,信息技术业
300320,海达股份,C4,石油、化学、塑胶、塑料
300321,同大股份,C4,石油、化学、塑胶、塑料
300322,硕贝德,G,信息技术业
300323,华灿光电,G,信息技术业
300324,旋极信息,G87,计算机应用服务业
