stock_code,Stknme,industry,Nindnme
000001,平安银行,I01,银行业
000002,万科A,J,房地产业
000003,PT 金田A,M,综合类
000004,国华网安,G87,计算机应用服务业
000005,ST 星源,K99,其他社会服务业
000006,深振业A,J,房地产业
000007,全新好,J,房地产业
000008,神州高铁,C75,交通运输设备制造业
000009,中国宝安,M,综合类
000010,美丽生态,E01,土木工程建筑业
000011,深物业A,J,房地产业
000012,南玻A,C61,非金属矿物制品业
000013,*ST 石化A,H,批发和零售贸易
000014,沙河股份,J,房地产业
000015,PT 中浩A,M,综合类
000016,深康佳A,G,信息技术业
000017,深中华A,C75,交通运输设备制造业
000018,神城A退,E05,装修装饰业
000019,深粮控股,H,批发和零售贸易
000020,深华发A,G,信息技术业
000021,深科技,G,信息技术业
000022,深赤湾A,F07,水上运输业
000023,*ST 深天,C61,非金属矿物制品业
000024,招商地产,J,房地产业
000025,特力A,H,批发和零售贸易
000026,飞亚达,H11,零售业
000027,深圳能源,D01,电力、蒸汽、热水的生产和供应业
000028,国药一致,H,批发和零售贸易
000029,深深房A,J,房地产业
000030,富奥股份,C75,交通运输设备制造业
000031,大悦城,J,房地产业
000032,深桑达A,E01,土木工程建筑业
000033,新都退,K32,旅馆业
000034,神州数码,H,批发和零售贸易
000035,中国天楹,K99,其他社会服务业
000036,华联控股,J,房地产业
000037,深南电A,D01,电力、蒸汽、热水的生产和供应业
000038,大通退,K99,其他社会服务业
000039,中集集团,C69,金属制品业
000040,*ST 旭蓝,D01,电力、蒸汽、热水的生产和供应业
000042,中洲控股,J,房地产业
000043,中航善达,J,房地产业
000045,深纺织A,G,信息技术业
000046,*ST 泛海,I99,其他金融业
000047,ST 中侨,J,房地产业
000048,京基智农,C01,食品加工业
000049,德赛电池,C76,电器机械及器材制造业
000050,深天马A,G,信息技术业
000055,方大集团,C69,金属制品业
000056,皇庭国际,K99,其他社会服务业
000058,深赛格,K99,其他社会服务业
000059,华锦股份,C41,石油加工及炼焦业
000060,中金岭南,C67,有色金属冶炼及压延加工业
000061,农产品,K99,其他社会服务业
000062,深圳华强,H,批发和零售贸易
000063,中兴通讯,G,信息技术业
000065,北方国际,E01,土木工程建筑业
000066,中国长城,G,信息技术业
000068,华控赛格,K20,专业、科研服务业
000069,华侨城A,J,房地产业
000070,ST 特信,C76,电器机械及器材制造业
000078,海王生物,H11,零售业
000088,盐田港,F03,公路运输业
000089,深圳机场,F09,航空运输业
000090,天健集团,E01,土木工程建筑业
000096,广聚能源,H,批发和零售贸易
000099,中信海直,F09,航空运输业
000100,TCL科技,G,信息技术业
000150,*ST 宜康,K37,卫生、保健、护理服务业
000151,中成股份,H,批发和零售贸易
000153,丰原药业,C81,医药制造业
000155,川能动力,D01,电力、蒸汽、热水的生产和供应业
000156,华数传媒,L10,广播电影电视业
000157,中联重科,C73,专用设备制造业
000158,常山北明,G87,计算机应用服务业
000159,国际实业,H,批发和零售贸易
000166,申万宏源,I21,证券、期货业
000301,东方盛虹,C47,化学纤维制造业
000333,美的集团,C76,电器机械及器材制造业
000338,潍柴动力,C75,交通运输设备制造业
000400,许继电气,C76,电器机械及器材制造业
000401,冀东水泥,C61,非金属矿物制品业
000402,金融街,J,房地产业
000403,派林生物,C81,医药制造业
000404,长虹华意,C71,普通机械制造业
000405,ST 鑫光,C67,有色金属冶炼及压延加工业
000406,石油大明,B03,石油和天然气开采业
000407,胜利股份,D03,煤气生产和供应业
000408,藏格矿业,C43,化学原料及化学制品制造业
000409,云鼎科技,G87,计算机应用服务业
000410,沈阳机床,C71,普通机械制造业
000411,英特集团,H,批发和零售贸易
000412,ST 五环,M,综合类
000413,ST 旭电,G,信息技术业
000415,渤海租赁,K39,租赁服务业
000416,*ST 民控,I99,其他金融业
000417,合百集团,H11,零售业
000418,小天鹅A,C76,电器机械及器材制造业
000419,通程控股,H11,零售业
000420,吉林化纤,C47,化学纤维制造业
000421,南京公用,D03,煤气生产和供应业
000422,湖北宜化,C43,化学原料及化学制品制造业
000423,东阿阿胶,C81,医药制造业
000425,徐工机械,C73,专用设备制造业
000426,兴业银锡,B07,有色金属矿采选业
000428,华天酒店,K32,旅馆业
000429,粤高速A,F03,公路运输业
000430,张家界,K01,公共设施服务业
000488,ST 晨鸣,C31,造纸及纸制品业
000498,山东路桥,E01,土木工程建筑业
000501,武商集团,H11,零售业
000502,绿景退,J,房地产业
000503,国新健康,G87,计算机应用服务业
000504,南华生物,K20,专业、科研服务业
000505,京粮控股,C01,食品加工业
000506,*ST 中润,B07,有色金属矿采选业
000507,珠海港,F07,水上运输业
000508,琼民源A,J,房地产业
000509,华塑控股,K37,卫生、保健、护理服务业
000510,新金路,C43,化学原料及化学制品制造业
000511,烯碳退,C61,非金属矿物制品业
000513,丽珠集团,C81,医药制造业
000514,渝开发,J,房地产业
000515,攀渝钛业,C43,化学原料及化学制品制造业
000516,国际医学,K37,卫生、保健、护理服务业
000517,荣安地产,J,房地产业
000518,四环生物,C81,医药制造业
000519,中兵红箭,C73,专用设备制造业
000520,凤凰航运,F07,水上运输业
000521,长虹美菱,C76,电器机械及器材制造业
000522,白云山A,C81,医药制造业
000523,红棉股份,C43,化学原料及化学制品制造业
000524,岭南控股,K99,其他社会服务业
000525,ST 红太阳,C43,化学原料及化学制品制造业
000526,学大教育,K99,其他社会服务业
000527,美的电器,C76,电器机械及器材制造业
000528,柳工,C73,专用设备制造业
000529,广弘控股,C01,食品加工业
000530,冰山冷热,C71,普通机械制造业
000531,穗恒运A,D01,电力、蒸汽、热水的生产和供应业
000532,华金资本,M,综合类
000533,顺钠股份,C76,电器机械及器材制造业
000534,万泽股份,C81,医药制造业
000535,*ST 猴王,C69,金属制品业
000536,华映科技,G,信息技术业
000537,中绿电,J,房地产业
000538,云南白药,C81,医药制造业
000539,粤电力A,D01,电力、蒸汽、热水的生产和供应业
000540,*ST 中天,J,房地产业
000541,佛山照明,C76,电器机械及器材制造业
000542,TCL通讯,G,信息技术业
000543,皖能电力,D01,电力、蒸汽、热水的生产和供应业
000544,中原环保,D05,自来水的生产和供应业
000545,金浦钛业,C43,化学原料及化学制品制造业
000546,金圆股份,K99,其他社会服务业
000547,航天发展,G,信息技术业
000548,湖南投资,F03,公路运输业
000549,S 湘火炬,C75,交通运输设备制造业
000550,江铃汽车,C75,交通运输设备制造业
000551,创元科技,M,综合类
000552,甘肃能化,B01,煤炭采选业
000553,安道麦A,C43,化学原料及化学制品制造业
000554,泰山石油,H,批发和零售贸易
000555,神州信息,G87,计算机应用服务业
000556,PT 南洋,F07,水上运输业
000557,西部创业,F01,铁路运输业
000558,天府文旅,J,房地产业
000559,万向钱潮,C75,交通运输设备制造业
000560,我爱我家,J,房地产业
000561,烽火电子,G,信息技术业
000562,宏源证券,I21,证券、期货业
000563,陕国投A,I99,其他金融业
000564,供销大集,H11,零售业
000565,渝三峡A,C43,化学原料及化学制品制造业
000566,海南海药,C81,医药制造业
000567,海德股份,I99,其他金融业
000568,泸州老窖,C05,饮料制造业
000569,长城股份,C65,黑色金属冶炼及压延加工业
000570,苏常柴A,C71,普通机械制造业
000571,新大洲A,M,综合类
000572,海马汽车,C75,交通运输设备制造业
000573,粤宏远A,J,房地产业
000576,甘化科工,C73,专用设备制造业
000578,盐湖集团,C43,化学原料及化学制品制造业
000581,威孚高科,C75,交通运输设备制造业
000582,北部湾港,F07,水上运输业
000583,S*ST 托普,G87,计算机应用服务业
000584,*ST 工智,C73,专用设备制造业
000585,东电退,C76,电器机械及器材制造业
000586,汇源通信,G,信息技术业
000587,*ST 金洲,C99,其他制造业
000588,PT 粤金曼,A07,渔业
000589,贵州轮胎,C4,石油、化学、塑胶、塑料
000590,启迪药业,C81,医药制造业
000591,太阳能,D01,电力、蒸汽、热水的生产和供应业
000592,平潭发展,A03,林业
000593,德龙汇能,D03,煤气生产和供应业
000594,国恒退,H,批发和零售贸易
000595,宝塔实业,C71,普通机械制造业
000596,古井贡酒,C05,饮料制造业
000597,东北制药,C81,医药制造业
000598,兴蓉环境,D05,自来水的生产和供应业
000599,青岛双星,C4,石油、化学、塑胶、塑料
000600,建投能源,D01,电力、蒸汽、热水的生产和供应业
000601,韶能股份,D01,电力、蒸汽、热水的生产和供应业
000602,金马集团,D01,电力、蒸汽、热水的生产和供应业
000603,盛达资源,B07,有色金属矿采选业
000605,渤海股份,D05,自来水的生产和供应业
000606,顺利退,G87,计算机应用服务业
000607,华媒控股,L01,出版业
000608,阳光股份,J,房地产业
000609,*ST 中迪,M,综合类
000610,西安旅游,K01,公共设施服务业
000611,天首退,C11,纺织业
000612,焦作万方,C67,有色金属冶炼及压延加工业
000613,东海A退,K32,旅馆业
000615,ST 美谷,J,房地产业
000616,*ST 海投,J,房地产业
000617,中油资本,I21,证券、期货业
000618,吉林化工,C43,化学原料及化学制品制造业
000619,海螺新材,C4,石油、化学、塑胶、塑料
000620,新华联,J,房地产业
000621,*ST 比特,G87,计算机应用服务业
000622,*ST 恒立,C73,专用设备制造业
000623,吉林敖东,C81,医药制造业
000625,长安汽车,C75,交通运输设备制造业
000626,远大控股,H,批发和零售贸易
000627,天茂集团,I11,保险业
000628,高新发展,E01,土木工程建筑业
000629,钒钛股份,C67,有色金属冶炼及压延加工业
000630,铜陵有色,C67,有色金属冶炼及压延加工业
000631,顺发恒业,J,房地产业
000632,三木集团,H,批发和零售贸易
000633,合金投资,C67,有色金属冶炼及压延加工业
000635,英力特,C43,化学原料及化学制品制造业
000636,风华高科,G,信息技术业
000637,茂化实华,C41,石油加工及炼焦业
000638,万方发展,G87,计算机应用服务业
000639,西王食品,C01,食品加工业
000650,仁和药业,C81,医药制造业
000651,格力电器,C76,电器机械及器材制造业
000652,泰达股份,H,批发和零售贸易
000653,ST 九州,H11,零售业
000655,金岭矿业,B05,黑色金属矿采选业
000656,*ST 金科,J,房地产业
000657,中钨高新,C67,有色金属冶炼及压延加工业
000658,ST 海洋,M,综合类
000659,珠海中富,C4,石油、化学、塑胶、塑料
000660,*ST 南华,M,综合类
000661,长春高新,C81,医药制造业
000662,天夏退,G87,计算机应用服务业
000663,永安林业,C25,家具制造业
000665,湖北广电,L10,广播电影电视业
000666,经纬纺机,I21,证券、期货业
000667,ST 美置,J,房地产业
000668,荣丰控股,J,房地产业
000669,ST 金鸿,D03,煤气生产和供应业
000670,盈方微,G,信息技术业
000671,ST 阳光城,J,房地产业
000672,上峰水泥,C61,非金属矿物制品业
000673,当代退,L15,艺术业
000675,ST 银山,C43,化学原料及化学制品制造业
000676,智度股份,G87,计算机应用服务业
000677,恒天海龙,C47,化学纤维制造业
000678,襄阳轴承,C71,普通机械制造业
000679,大连友谊,H11,零售业
000680,山推股份,C73,专用设备制造业
000681,视觉中国,L15,艺术业
000682,东方电子,G87,计算机应用服务业
000683,远兴能源,C43,化学原料及化学制品制造业
000685,中山公用,D05,自来水的生产和供应业
000686,东北证券,I21,证券、期货业
000687,华讯退,G,信息技术业
000688,国城矿业,B07,有色金属矿采选业
000689,ST 宏业,C67,有色金属冶炼及压延加工业
000690,宝新能源,D01,电力、蒸汽、热水的生产和供应业
000691,亚太实业,C43,化学原料及化学制品制造业
000692,惠天热电,D01,电力、蒸汽、热水的生产和供应业
000693,华泽退,B07,有色金属矿采选业
000695,滨海能源,C35,印刷业
000697,炼石航空,C75,交通运输设备制造业
000698,沈阳化工,C41,石油加工及炼焦业
000699,S*ST 佳纸,C31,造纸及纸制品业
000700,模塑科技,C75,交通运输设备制造业
000701,厦门信达,H,批发和零售贸易
000702,正虹科技,C01,食品加工业
000703,恒逸石化,C47,化学纤维制造业
000705,浙江震元,H,批发和零售贸易
000707,双环科技,C43,化学原料及化学制品制造业
000708,中信特钢,C65,黑色金属冶炼及压延加工业
000709,河钢股份,C65,黑色金属冶炼及压延加工业
000710,贝瑞基因,K20,专业、科研服务业
000711,*ST 京蓝,E01,土木工程建筑业
000712,锦龙股份,I21,证券、期货业
000713,丰乐种业,A09,农、林、牧、渔服务业
000715,中兴商业,H11,零售业
000716,黑芝麻,C03,食品制造业
000717,中南股份,C65,黑色金属冶炼及压延加工业
000718,苏宁环球,J,房地产业
000719,中原传媒,L01,出版业
000720,新能泰山,J,房地产业
000721,西安饮食,K30,餐饮业
000722,湖南发展,D01,电力、蒸汽、热水的生产和供应业
000723,美锦能源,C41,石油加工及炼焦业
000725,京东方A,G,信息技术业
000726,鲁泰A,C11,纺织业
000727,冠捷科技,G,信息技术业
000728,国元证券,I21,证券、期货业
000729,燕京啤酒,C05,饮料制造业
000730,*ST 环保,E05,装修装饰业
000731,四川美丰,C43,化学原料及化学制品制造业
000732,ST 泰禾,J,房地产业
000733,振华科技,G,信息技术业
000735,罗牛山,A05,畜牧业
000736,中交地产,J,房地产业
000737,北方铜业,C43,化学原料及化学制品制造业
000738,航发控制,C75,交通运输设备制造业
000739,普洛药业,C81,医药制造业
000748,长城信息,G,信息技术业
000750,国海证券,I21,证券、期货业
000751,锌业股份,C67,有色金属冶炼及压延加工业
000752,ST 西发,C05,饮料制造业
000753,漳州发展,H11,零售业
000755,山西高速,F03,公路运输业
000756,新华制药,C81,医药制造业
000757,浩物股份,H11,零售业
000758,中色股份,B07,有色金属矿采选业
000759,中百集团,H11,零售业
000760,斯太退,C75,交通运输设备制造业
000761,本钢板材,C65,黑色金属冶炼及压延加工业
000762,西藏矿业,B05,黑色金属矿采选业
000763,锦州石化,C41,石油加工及炼焦业
000765,*ST 华信,H11,零售业
000766,通化金马,C81,医药制造业
000767,晋控电力,D01,电力、蒸汽、热水的生产和供应业
000768,中航西飞,C75,交通运输设备制造业
000769,*ST 大菲,A09,农、林、牧、渔服务业
000776,广发证券,I21,证券、期货业
000777,中核科技,C71,普通机械制造业
000778,新兴铸管,C69,金属制品业
000779,甘咨询,K20,专业、科研服务业
000780,ST 平能,B01,煤炭采选业
000782,恒申新材,C47,化学纤维制造业
000783,长江证券,I21,证券、期货业
000785,居然智家,K99,其他社会服务业
000786,北新建材,C61,非金属矿物制品业
000787,*ST 创智,G87,计算机应用服务业
000788,北大医药,C81,医药制造业
000789,万年青,C61,非金属矿物制品业
000790,华神科技,C81,医药制造业
000791,甘肃能源,D01,电力、蒸汽、热水的生产和供应业
000792,盐湖股份,C43,化学原料及化学制品制造业
000793,ST 华闻,L01,出版业
000795,英洛华,C61,非金属矿物制品业
000796,凯撒旅业,K99,其他社会服务业
000797,中国武夷,J,房地产业
000798,中水渔业,A07,渔业
000799,酒鬼酒,C05,饮料制造业
000800,一汽解放,C75,交通运输设备制造业
000801,四川九洲,G,信息技术业
000802,北京文化,L10,广播电影电视业
000803,山高环能,K99,其他社会服务业
000805,*ST 炎黄,G87,计算机应用服务业
000806,银河退,C76,电器机械及器材制造业
000807,云铝股份,C67,有色金属冶炼及压延加工业
000809,*ST 和展,K01,公共设施服务业
000810,创维数字,G,信息技术业
000811,冰轮环境,C71,普通机械制造业
000812,陕西金叶,C35,印刷业
000813,德展健康,C81,医药制造业
000815,美利云,C31,造纸及纸制品业
000816,智慧农业,C71,普通机械制造业
000817,辽油退市,B03,石油和天然气开采业
000818,航锦科技,C43,化学原料及化学制品制造业
000819,岳阳兴长,C41,石油加工及炼焦业
000820,神雾节能,B07,有色金属矿采选业
000821,京山轻机,C73,专用设备制造业
000822,山东海化,C43,化学原料及化学制品制造业
000823,超声电子,G,信息技术业
000825,太钢不锈,C65,黑色金属冶炼及压延加工业
000826,启迪环境,K99,其他社会服务业
000827,*ST 长兴,C61,非金属矿物制品业
000828,东莞控股,F03,公路运输业
000829,天音控股,H,批发和零售贸易
000830,鲁西化工,C43,化学原料及化学制品制造业
000831,中国稀土,C67,有色金属冶炼及压延加工业
000832,*ST 龙涤,C47,化学纤维制造业
000833,粤桂股份,M,综合类
000835,长动退,G87,计算机应用服务业
000836,ST 富通,C76,电器机械及器材制造业
000837,秦川机床,C71,普通机械制造业
000838,财信发展,J,房地产业
000839,中信国安,G85,通信服务业
000848,承德露露,C05,饮料制造业
000850,华茂股份,C11,纺织业
000851,ST 高鸿,H11,零售业
000852,石化机械,C73,专用设备制造业
000856,冀东装备,C73,专用设备制造业
000858,五粮液,C05,饮料制造业
000859,国风新材,C4,石油、化学、塑胶、塑料
000860,顺鑫农业,C05,饮料制造业
000861,海印股份,K99,其他社会服务业
000862,银星能源,D01,电力、蒸汽、热水的生产和供应业
000863,三湘印象,J,房地产业
000866,扬子退市,C41,石油加工及炼焦业
000868,安凯客车,C75,交通运输设备制造业
000869,张裕A,C05,饮料制造业
000875,吉电股份,D01,电力、蒸汽、热水的生产和供应业
000876,新希望,C01,食品加工业
000877,天山股份,C61,非金属矿物制品业
000878,云南铜业,C67,有色金属冶炼及压延加工业
000880,潍柴重机,C71,普通机械制造业
000881,中广核技,C43,化学原料及化学制品制造业
000882,华联股份,K99,其他社会服务业
000883,湖北能源,D01,电力、蒸汽、热水的生产和供应业
000885,城发环境,F03,公路运输业
000886,海南高速,J,房地产业
000887,中鼎股份,C4,石油、化学、塑胶、塑料
000888,峨眉山A,K01,公共设施服务业
000889,ST 中嘉,G87,计算机应用服务业
000890,法尔胜,C69,金属制品业
000892,欢瑞世纪,L10,广播电影电视业
000893,亚钾国际,C43,化学原料及化学制品制造业
000895,双汇发展,C01,食品加工业
000897,津滨发展,J,房地产业
000898,鞍钢股份,C65,黑色金属冶炼及压延加工业
000899,赣能股份,D01,电力、蒸汽、热水的生产和供应业
000900,现代投资,F03,公路运输业
000901,航天科技,C75,交通运输设备制造业
000902,新洋丰,C43,化学原料及化学制品制造业
000903,云内动力,C71,普通机械制造业
000905,厦门港务,F07,水上运输业
000906,浙商中拓,H,批发和零售贸易
000908,*ST 景峰,C81,医药制造业
000909,ST 数源,J,房地产业
000910,大亚圣象,C21,木材加工及竹、藤、棕、草制品业
000911,广农糖业,C01,食品加工业
000912,泸天化,C43,化学原料及化学制品制造业
000913,钱江摩托,C75,交通运输设备制造业
000915,华特达因,C81,医药制造业
000916,华北高速,F03,公路运输业
000917,电广传媒,G85,通信服务业
000918,*ST 嘉凯,J,房地产业
000919,金陵药业,C81,医药制造业
000920,沃顿科技,C43,化学原料及化学制品制造业
000921,海信家电,C76,电器机械及器材制造业
000922,佳电股份,C76,电器机械及器材制造业
000923,河钢资源,B05,黑色金属矿采选业
000925,众合科技,C73,专用设备制造业
000926,福星股份,J,房地产业
000927,中国铁物,H,批发和零售贸易
000928,中钢国际,E01,土木工程建筑业
000929,兰州黄河,C05,饮料制造业
000930,中粮科技,C43,化学原料及化学制品制造业
000931,中关村,C81,医药制造业
000932,华菱钢铁,C65,黑色金属冶炼及压延加工业
000933,神火股份,C67,有色金属冶炼及压延加工业
000935,四川双马,C61,非金属矿物制品业
000936,华西股份,C47,化学纤维制造业
000937,冀中能源,B01,煤炭采选业
000938,紫光股份,G,信息技术业
000939,凯迪退,D01,电力、蒸汽、热水的生产和供应业
000948,南天信息,G87,计算机应用服务业
000949,新乡化纤,C47,化学纤维制造业
000950,重药控股,H,批发和零售贸易
000951,中国重汽,C75,交通运输设备制造业
000952,广济药业,C81,医药制造业
000953,河化股份,C81,医药制造业
000955,欣龙控股,C11,纺织业
000956,中原油气,B03,石油和天然气开采业
000957,中通客车,C75,交通运输设备制造业
000958,电投产融,I99,其他金融业
000959,首钢股份,C65,黑色金属冶炼及压延加工业
000960,锡业股份,C67,有色金属冶炼及压延加工业
000961,ST 中南,J,房地产业
000962,东方钽业,C67,有色金属冶炼及压延加工业
000963,华东医药,H11,零售业
000965,天保基建,J,房地产业
000966,长源电力,D01,电力、蒸汽、热水的生产和供应业
000967,盈峰环境,K99,其他社会服务业
000968,蓝焰控股,B03,石油和天然气开采业
000969,安泰科技,C69,金属制品业
000970,中科三环,G,信息技术业
000971,*ST 高升,G87,计算机应用服务业
000972,*ST 中基,C01,食品加工业
000973,佛塑科技,C4,石油、化学、塑胶、塑料
000975,山金国际,B07,有色金属矿采选业
000976,*ST 华铁,C75,交通运输设备制造业
000977,浪潮信息,G,信息技术业
000978,桂林旅游,K01,公共设施服务业
000979,中弘退,J,房地产业
000980,众泰汽车,C75,交通运输设备制造业
000981,山子高科,C75,交通运输设备制造业
000982,中银绒业,C11,纺织业
000983,山西焦煤,B01,煤炭采选业
000985,大庆华科,C43,化学原料及化学制品制造业
000987,越秀资本,I99,其他金融业
000988,华工科技,G,信息技术业
000989,ST 九芝,C81,医药制造业
000990,诚志股份,C43,化学原料及化学制品制造业
000993,闽东电力,D01,电力、蒸汽、热水的生产和供应业
000995,皇台酒业,C05,饮料制造业
000996,中期退,H,批发和零售贸易
000997,新大陆,G87,计算机应用服务业
000998,隆平高科,A01,农业
000999,华润三九,C81,医药制造业
001201,东瑞股份,A05,畜牧业
001202,炬申股份,F11,交通运输辅助业
001203,大中矿业,B05,黑色金属矿采选业
001205,盛航股份,F07,水上运输业
001206,依依股份,C31,造纸及纸制品业
001207,联科科技,C43,化学原料及化学制品制造业
001208,华菱线缆,C76,电器机械及器材制造业
001209,洪兴股份,C13,服装及其他纤维制品制造业
001210,金房能源,D01,电力、蒸汽、热水的生产和供应业
001211,双枪科技,C21,木材加工及竹、藤、棕、草制品业
001212,中旗新材,C61,非金属矿物制品业
001213,中铁特货,F01,铁路运输业
001215,千味央厨,C03,食品制造业
001216,华瓷股份,C61,非金属矿物制品业
001217,华尔泰,C43,化学原料及化学制品制造业
001218,丽臣实业,C43,化学原料及化学制品制造业
001219,青岛食品,C03,食品制造业
001222,源飞宠物,C37,文教体育用品制造业
001223,欧克科技,C73,专用设备制造业
001225,和泰机电,C71,普通机械制造业
001226,拓山重工,C69,金属制品业
001227,兰州银行,I01,银行业
001228,永泰运,K99,其他社会服务业
001229,魅视科技,G,信息技术业
001230,劲旅环境,K01,公共设施服务业
001231,农心科技,C43,化学原料及化学制品制造业
001234,泰慕士,C13,服装及其他纤维制品制造业
001236,弘业期货,I21,证券、期货业
001238,浙江正特,C25,家具制造业
001239,永达股份,C69,金属制品业
001255,博菲电气,C43,化学原料及化学制品制造业
001256,炜冈科技,C73,专用设备制造业
001258,立新能源,D01,电力、蒸汽、热水的生产和供应业
001259,利仁科技,C76,电器机械及器材制造业
001260,坤泰股份,C75,交通运输设备制造业
001266,宏英智能,C78,仪器仪表及文化、办公用机械制造业
001267,汇绿生态,E01,土木工程建筑业
001268,联合精密,C71,普通机械制造业
001269,欧晶科技,B07,有色金属矿采选业
001270,铖昌科技,G,信息技术业
001277,速达股份,,
001278,一彬科技,C75,交通运输设备制造业
001279,强邦新材,C35,印刷业
001282,三联锻造,C75,交通运输设备制造业
001283,豪鹏科技,C76,电器机械及器材制造业
001286,陕西能源,D01,电力、蒸汽、热水的生产和供应业
001287,中电港,H,批发和零售贸易
001288,运机集团,C71,普通机械制造业
001289,龙源电力,D01,电力、蒸汽、热水的生产和供应业
001296,长江材料,C61,非金属矿物制品业
001298,好上好,H,批发和零售贸易
001299,美能能源,D03,煤气生产和供应业
001300,三柏硕,C37,文教体育用品制造业
001301,尚太科技,C61,非金属矿物制品业
001306,夏厦精密,C71,普通机械制造业
001308,康冠科技,G,信息技术业
001309,德明利,G,信息技术业
001311,多利科技,C75,交通运输设备制造业
001313,粤海饲料,C01,食品加工业
001314,亿道信息,G,信息技术业
001316,润贝航科,H,批发和零售贸易
001317,三羊马,F11,交通运输辅助业
001318,阳光乳业,C03,食品制造业
001319,铭科精技,C75,交通运输设备制造业
001322,箭牌家居,C61,非金属矿物制品业
001323,慕思股份,C25,家具制造业
001324,长青科技,C75,交通运输设备制造业
001326,联域股份,C76,电器机械及器材制造业
001328,登康口腔,C43,化学原料及化学制品制造业
001330,博纳影业,L10,广播电影电视业
001331,胜通能源,D03,煤气生产和供应业
001332,锡装股份,C73,专用设备制造业
001333,光华股份,C43,化学原料及化学制品制造业
001336,楚环科技,C73,专用设备制造业
001337,四川黄金,B07,有色金属矿采选业
001338,永顺泰,C05,饮料制造业
001339,智微智能,G,信息技术业
001356,富岭股份,C4,石油、化学、塑胶、塑料
001358,兴欣新材,C43,化学原料及化学制品制造业
001359,平安电工,C61,非金属矿物制品业
001360,南矿集团,C73,专用设备制造业
001366,播恩集团,C01,食品加工业
001367,海森药业,C81,医药制造业
001368,通达创智,C4,石油、化学、塑胶、塑料
001373,翔腾新材,G,信息技术业
001376,百通能源,D01,电力、蒸汽、热水的生产和供应业
001378,德冠新材,C4,石油、化学、塑胶、塑料
001379,腾达科技,C71,普通机械制造业
001380,华纬科技,C71,普通机械制造业
001382,新亚电缆,C76,电器机械及器材制造业
001387,雪祺电气,C76,电器机械及器材制造业
001389,广合科技,G,信息技术业
001391,国货航,F09,航空运输业
001395,亚联机械,C73,专用设备制造业
001696,宗申动力,C75,交通运输设备制造业
001872,招商港口,F07,水上运输业
001896,豫能控股,D01,电力、蒸汽、热水的生产和供应业
001914,招商积余,J,房地产业
001965,招商公路,F03,公路运输业
001979,招商蛇口,J,房地产业
002001,新和成,C81,医药制造业
002002,ST 鸿达,C43,化学原料及化学制品制造业
002003,伟星股份,C13,服装及其他纤维制品制造业
002004,华邦健康,C43,化学原料及化学制品制造业
002005,ST 德豪,C76,电器机械及器材制造业
002006,精工科技,C73,专用设备制造业
002007,华兰生物,C81,医药制造业
002008,大族激光,C73,专用设备制造业
002009,天奇股份,C71,普通机械制造业
002010,传化智联,K99,其他社会服务业
002011,盾安环境,C71,普通机械制造业
002012,凯恩股份,C31,造纸及纸制品业
002013,中航机电,C75,交通运输设备制造业
002014,永新股份,C4,石油、化学、塑胶、塑料
002015,协鑫能科,D01,电力、蒸汽、热水的生产和供应业
002016,世荣兆业,J,房地产业
002017,东信和平,G,信息技术业
002018,华信退,H,批发和零售贸易
002019,亿帆医药,C81,医药制造业
002020,京新药业,C81,医药制造业
002021,中捷资源,C73,专用设备制造业
002022,科华生物,C81,医药制造业
002023,海特高新,C75,交通运输设备制造业
002024,ST 易购,H11,零售业
002025,航天电器,G,信息技术业
002026,山东威达,C69,金属制品业
002027,分众传媒,K99,其他社会服务业
002028,思源电气,C76,电器机械及器材制造业
002029,七匹狼,C13,服装及其他纤维制品制造业
002030,达安基因,C81,医药制造业
002031,巨轮智能,C73,专用设备制造业
002032,苏泊尔,C69,金属制品业
002033,丽江股份,K01,公共设施服务业
002034,旺能环境,K99,其他社会服务业
002035,华帝股份,C76,电器机械及器材制造业
002036,联创电子,G,信息技术业
002037,保利联合,C43,化学原料及化学制品制造业
002038,双鹭药业,C81,医药制造业
002039,黔源电力,D01,电力、蒸汽、热水的生产和供应业
002040,南京港,F07,水上运输业
002041,登海种业,A01,农业
002042,华孚时尚,C11,纺织业
002043,兔宝宝,C21,木材加工及竹、藤、棕、草制品业
002044,美年健康,K37,卫生、保健、护理服务业
002045,国光电器,G,信息技术业
002046,国机精工,C71,普通机械制造业
002047,宝鹰股份,E05,装修装饰业
002048,宁波华翔,C75,交通运输设备制造业
002049,紫光国微,G,信息技术业
002050,三花智控,C71,普通机械制造业
002051,中工国际,E01,土木工程建筑业
002052,*ST 同洲,G,信息技术业
002053,云南能投,C03,食品制造业
002054,德美化工,C43,化学原料及化学制品制造业
002055,得润电子,G,信息技术业
002056,横店东磁,C76,电器机械及器材制造业
002057,中钢天源,C43,化学原料及化学制品制造业
002058,威尔泰,C78,仪器仪表及文化、办公用机械制造业
002059,云南旅游,K01,公共设施服务业
002060,广东建工,E01,土木工程建筑业
002061,浙江交科,E01,土木工程建筑业
002062,宏润建设,E01,土木工程建筑业
002063,远光软件,G87,计算机应用服务业
002064,华峰化学,C47,化学纤维制造业
002065,东华软件,G87,计算机应用服务业
002066,瑞泰科技,C61,非金属矿物制品业
002067,景兴纸业,C31,造纸及纸制品业
002068,黑猫股份,C43,化学原料及化学制品制造业
002069,獐子岛,A07,渔业
002070,众和退,C11,纺织业
